CLIENT_ID,AGE,MAN,INCOME,IP_FLAG,SME_FLAG,REFUGEE_FLAG,PDN,paid_off_count,active_count,active_sum,max_term,credits_delay_count,cards_count,MATRIAL_Вдовец / Вдова,MATRIAL_Гражданский брак,MATRIAL_Женат / замужем,MATRIAL_Не женат / не замужем,MATRIAL_Неизвестно,MATRIAL_Разведен / Разведена,CС_LIMIT_NVAL,СС_GRACE_PERIOD,CURR_RATE,delay,PC_bb,PC_blockbuster,PC_grace,PC_other
10369,34,0,110000,0,0,0,97.8,0,0,0.0,0,0,1,0,0,1,0,0,0,75001.0,359,31.9,0,0,1,0,0
10375,32,1,80000,0,0,0,39.6,0,2,830998.8,48,0,1,0,0,0,0,1,0,151000.0,56,24.9,0,0,0,1,0
10376,27,1,25000,0,0,0,28.3,0,0,0.0,0,0,1,0,0,0,1,0,0,113000.0,115,14.9,0,0,0,1,0
10391,53,1,55000,0,0,0,59.3,0,0,0.0,0,0,1,0,0,1,0,0,0,20000.0,307,31.9,0,0,1,0,0
10399,47,1,200000,0,0,0,50.3,0,0,0.0,0,0,1,0,0,0,1,0,0,80001.0,86,14.9,0,0,0,1,0
10410,50,0,45000,0,0,0,47.0,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,86,14.9,0,0,0,1,0
10413,29,0,95000,0,0,0,24.1,0,0,0.0,0,0,1,0,0,1,0,0,0,150000.0,321,31.9,0,0,1,0,0
10469,62,1,67000,0,0,0,40.1,0,0,0.0,0,0,1,0,0,0,0,0,1,299000.0,313,31.9,0,0,1,0,0
10519,22,0,350000,0,0,0,30.5,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,117,14.9,0,0,0,1,0
10526,24,1,80000,0,0,0,77.8,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,55,14.9,0,0,0,1,0
10537,49,1,75000,0,0,0,34.8,0,0,0.0,0,0,1,0,0,0,0,0,1,40000.0,361,31.9,0,0,1,0,0
10570,56,1,25000,0,0,0,104.2,0,0,0.0,0,0,1,0,0,0,0,0,1,30000.0,146,69.9,0,0,0,1,0
10581,50,1,75800,0,0,0,37.5,0,0,0.0,0,0,2,0,0,0,0,0,1,30000.0,326,31.9,0,0,1,0,0
10581,50,1,75800,0,0,0,37.5,0,0,0.0,0,0,2,0,0,0,0,0,1,80000.0,55,14.9,0,0,0,1,0
10632,52,0,700000,0,0,0,17.9,0,0,0.0,0,0,1,0,0,0,0,1,0,75000.0,330,31.9,0,0,1,0,0
10638,48,1,30000,0,0,0,49.3,0,0,0.0,0,0,1,0,0,0,0,1,0,120000.0,205,27.9,0,0,1,0,0
10643,49,1,45000,0,0,0,69.2,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,55,14.9,0,0,0,1,0
10645,51,1,100000,0,0,0,103.0,0,0,0.0,0,0,1,0,0,0,0,1,0,13000.0,85,31.9,0,0,1,0,0
10664,44,0,90000,0,0,0,89.6,0,0,0.0,0,0,1,0,0,0,0,1,0,130000.0,360,31.9,0,0,1,0,0
10716,51,0,55000,0,0,0,65.7,0,1,717149.17,60,0,1,0,0,0,0,1,0,140000.0,86,14.9,0,0,0,1,0
10743,38,1,45000,0,0,0,48.9,0,0,0.0,0,0,1,0,0,0,0,1,0,121000.0,153,31.9,0,0,0,1,0
10753,44,0,150000,0,0,0,32.8,0,0,0.0,0,0,1,0,0,0,0,1,0,166001.0,147,49.9,0,0,0,1,0
10761,36,0,102200,0,0,0,62.2,0,0,0.0,0,0,1,0,0,0,0,1,0,75000.0,55,31.9,0,0,1,0,0
10772,33,0,300000,0,0,0,24.5,0,2,227582.0,36,0,1,0,0,0,0,1,0,150000.0,146,69.9,0,0,0,1,0
10784,40,1,120000,0,0,0,48.1,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,266,27.9,0,0,1,0,0
10838,62,1,11000,0,0,0,45.8,0,1,119995.0,24,0,1,0,0,0,1,0,0,40000.0,34,31.9,0,0,1,0,0
10847,33,1,100000,0,0,0,19.5,0,0,0.0,0,0,1,0,0,0,1,0,0,112000.0,55,14.9,0,0,0,1,0
10852,48,0,50000,0,0,0,55.7,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,177,31.9,0,0,1,0,0
10874,49,1,66000,0,0,0,30.4,0,0,0.0,0,0,1,0,0,0,1,0,0,56001.0,55,14.9,0,0,0,1,0
10908,55,1,30000,0,0,0,50.7,0,0,0.0,0,0,1,0,0,1,0,0,0,104001.0,55,14.9,0,0,0,1,0
10925,30,0,105000,0,0,0,65.8,0,0,0.0,0,0,1,0,0,0,0,1,0,20000.0,52,18.9,0,1,0,0,0
10959,60,1,65000,0,0,0,78.2,0,1,151836.0,36,0,1,0,0,0,0,1,0,29500.0,347,31.9,0,0,1,0,0
10997,51,1,120000,0,0,0,18.4,0,0,0.0,0,0,1,0,0,0,0,0,1,60000.0,288,14.9,0,0,0,1,0
11004,43,1,95000,0,0,0,30.5,0,0,0.0,0,0,1,0,0,1,0,0,0,200000.0,328,31.9,0,0,1,0,0
11024,64,0,50000,0,0,0,60.2,0,0,0.0,0,0,1,0,0,1,0,0,0,80000.0,86,14.9,0,0,0,1,0
11036,47,1,40000,0,0,0,8.0,0,0,0.0,0,0,1,0,0,1,0,0,0,40000.0,146,14.9,0,0,0,1,0
11055,27,0,75000,0,0,0,38.6,0,0,0.0,0,0,1,0,0,0,1,0,0,30000.0,55,14.9,0,0,0,1,0
11082,34,1,90000,0,0,0,45.2,0,0,0.0,0,0,1,0,0,0,0,1,0,29500.0,208,31.9,0,0,1,0,0
11111,30,1,80000,0,0,0,94.7,0,1,413998.57,24,0,1,0,0,0,0,1,0,104000.0,147,34.9,0,0,0,1,0
11115,49,1,50000,0,0,0,25.8,0,0,0.0,0,0,1,0,0,0,0,1,0,229000.0,329,31.9,0,0,1,0,0
11131,30,1,100000,0,0,0,26.0,0,0,0.0,0,0,1,0,0,1,0,0,0,201000.0,234,27.9,0,0,1,0,0
11135,42,1,25000,0,0,0,33.0,0,0,0.0,0,0,1,0,0,0,0,1,0,160000.0,299,31.9,0,0,1,0,0
11161,52,1,65000,0,0,0,43.3,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,55,69.9,0,0,0,1,0
11167,51,1,170000,0,0,0,64.8,0,1,227423.0,36,0,1,0,0,0,0,1,0,150001.0,55,24.9,1,0,0,1,0
11184,24,1,30000,0,0,0,37.1,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,119,14.9,1,0,0,1,0
11202,47,1,100000,0,0,0,47.5,0,1,396270.0,59,0,2,0,0,1,0,0,0,30000.0,116,14.9,0,0,0,1,0
11202,47,1,100000,0,0,0,47.5,0,1,396270.0,59,0,2,0,0,1,0,0,0,120000.0,86,33.9,0,0,1,0,0
11295,58,0,50000,0,0,0,43.8,0,0,0.0,0,0,1,0,0,1,0,0,0,193001.0,55,27.9,0,0,1,0,0
11327,49,0,40000,0,0,0,69.8,0,0,0.0,0,0,1,0,0,0,1,0,0,80000.0,56,69.9,0,0,0,1,0
11343,29,0,35000,0,0,0,67.7,0,0,0.0,0,0,1,0,0,0,1,0,0,40000.0,146,14.9,0,0,0,1,0
11344,37,0,60000,0,0,0,48.9,0,0,0.0,0,0,2,0,0,1,0,0,0,80000.0,86,35.9,0,0,0,1,0
11344,37,0,60000,0,0,0,48.9,0,0,0.0,0,0,2,0,0,1,0,0,0,30000.0,327,31.9,0,0,1,0,0
11352,32,0,90000,0,0,0,38.9,0,0,0.0,0,0,1,0,0,0,0,1,0,50001.0,205,27.9,0,0,1,0,0
11375,35,1,30000,0,0,0,12.0,0,0,0.0,0,0,1,0,0,0,0,1,0,225001.0,296,31.9,0,0,1,0,0
11421,26,0,57000,0,0,0,70.0,0,0,0.0,0,0,2,0,0,1,0,0,0,29500.0,329,31.9,0,0,1,0,0
11421,26,0,57000,0,0,0,70.0,0,0,0.0,0,0,2,0,0,1,0,0,0,80000.0,146,14.9,0,0,0,1,0
11423,43,1,170000,0,0,0,38.7,0,0,0.0,0,0,1,0,0,0,0,1,0,120000.0,355,33.9,0,0,1,0,0
11441,61,1,24300,0,0,0,20.7,0,0,0.0,0,0,1,0,0,0,0,1,0,20000.0,29,69.9,1,0,1,0,0
11444,60,1,52000,0,0,0,9.0,0,0,0.0,0,0,1,0,0,0,0,1,0,156000.0,86,24.9,0,0,0,1,0
11468,28,0,140000,0,0,0,21.3,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,355,31.9,0,0,1,0,0
11473,37,1,60000,0,0,0,44.2,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,359,31.9,0,0,1,0,0
11476,57,1,114000,0,0,0,43.4,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,326,31.9,0,0,1,0,0
11479,37,0,80000,0,0,0,44.0,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,328,31.9,0,0,1,0,0
11480,40,1,45000,0,0,0,30.9,0,0,0.0,0,0,1,0,0,0,0,1,0,224000.0,328,31.9,0,0,1,0,0
11481,56,0,65000,0,0,0,15.3,0,0,0.0,0,0,1,0,0,0,0,1,0,260000.0,360,31.9,0,0,1,0,0
11575,71,1,75000,0,0,0,68.2,0,0,0.0,0,0,1,0,0,0,0,1,0,40001.0,328,31.9,0,0,1,0,0
11628,38,0,200000,0,0,0,98.2,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,328,31.9,0,0,1,0,0
11637,57,0,100000,0,0,0,76.8,0,0,0.0,0,0,1,0,0,0,0,1,0,300001.0,55,69.9,0,0,0,1,0
11647,66,1,60000,0,0,0,12.3,0,1,109673.2,57,0,2,0,0,0,0,1,0,70000.0,313,31.9,0,0,1,0,0
11647,66,1,60000,0,0,0,12.3,0,1,109673.2,57,0,2,0,0,0,0,1,0,180000.0,55,14.9,0,0,0,1,0
11650,38,1,45000,0,0,0,13.3,0,0,0.0,0,0,1,0,0,0,0,1,0,200000.0,318,31.9,0,0,1,0,0
11677,45,1,100000,0,0,0,77.9,0,0,0.0,0,0,2,0,0,0,0,0,1,25000.0,325,31.9,0,0,1,0,0
11677,45,1,100000,0,0,0,77.9,0,0,0.0,0,0,2,0,0,0,0,0,1,30000.0,541,14.9,0,0,0,1,0
11687,52,0,250000,0,0,0,18.9,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,56,14.9,0,0,0,1,0
11730,62,0,93000,0,0,0,19.9,0,0,0.0,0,0,1,0,0,0,0,1,0,136000.0,329,31.9,0,0,1,0,0
11745,51,1,480000,0,0,0,35.8,0,0,0.0,0,0,1,0,0,0,0,1,0,100000.0,358,31.9,0,0,1,0,0
11753,36,1,190000,0,0,0,45.6,0,0,0.0,0,0,1,0,0,0,1,0,0,300000.0,55,24.9,0,0,0,1,0
11754,35,1,45000,0,0,0,60.6,0,0,0.0,0,0,1,0,0,0,0,1,0,80001.0,56,34.9,0,0,0,1,0
11756,42,1,50000,0,0,0,27.3,0,0,0.0,0,0,1,0,0,0,0,1,0,119000.0,56,14.9,0,0,0,1,0
11761,59,1,35000,0,0,0,36.1,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,327,31.9,0,0,1,0,0
11764,56,1,28000,0,0,0,22.5,0,1,21510.0,10,0,1,0,0,0,0,1,0,100000.0,264,27.9,0,0,1,0,0
11827,46,0,200000,0,0,0,44.6,0,0,0.0,0,0,1,0,0,0,0,1,0,200000.0,206,27.9,0,0,1,0,0
11829,49,0,25000,0,0,0,48.3,1,0,0.0,60,0,1,0,0,0,0,1,0,130000.0,115,14.9,0,0,0,1,0
11851,25,1,105000,0,0,0,26.0,0,0,0.0,0,0,1,0,0,0,0,1,0,162000.0,86,14.9,0,0,0,1,0
11868,52,1,55000,0,0,0,43.4,0,0,0.0,0,0,1,0,0,1,0,0,0,120000.0,147,14.9,0,0,0,1,0
11871,36,0,146000,0,0,0,56.0,0,0,0.0,0,0,1,0,0,0,0,1,0,40001.0,311,31.9,0,0,1,0,0
11888,43,1,66000,0,0,0,1.5,0,0,0.0,0,0,1,0,0,0,0,1,0,33065.62,55,31.9,0,0,1,0,0
11894,39,0,80000,0,0,0,63.0,0,0,0.0,0,0,1,0,0,0,0,1,0,20000.0,358,31.9,0,0,1,0,0
11918,41,1,50000,0,0,0,66.1,0,1,739411.2,36,0,1,0,0,0,0,1,0,78000.0,656,69.9,0,0,0,1,0
11930,48,0,275000,0,0,0,61.0,0,0,0.0,0,0,1,0,0,0,0,1,0,300000.0,115,14.9,0,0,0,1,0
11938,53,0,100000,0,0,0,56.4,0,0,0.0,0,0,1,0,0,1,0,0,0,40000.0,56,14.9,0,0,0,1,0
12013,37,0,180000,0,0,0,70.2,0,0,0.0,0,0,2,0,0,0,0,1,0,120000.0,56,14.9,0,0,0,1,0
12013,37,0,180000,0,0,0,70.2,0,0,0.0,0,0,2,0,0,0,0,1,0,180000.0,55,14.9,0,0,0,1,0
12024,46,0,50000,0,0,0,30.1,1,0,0.0,36,0,1,0,0,0,0,1,0,60000.0,56,14.9,0,0,0,1,0
12033,40,0,100000,0,0,0,26.9,0,0,0.0,0,0,1,0,0,1,0,0,0,301000.0,55,14.9,0,0,0,1,0
12044,60,0,200000,0,0,0,20.1,0,0,0.0,0,0,1,0,0,1,0,0,0,240000.0,56,14.9,0,0,0,1,0
12062,35,0,51000,0,0,0,11.7,0,0,0.0,0,0,1,0,0,0,1,0,0,60000.0,113,20.9,0,1,0,0,0
12127,42,0,85000,0,0,0,80.4,0,0,0.0,0,0,1,0,0,0,0,1,0,100000.0,56,33.9,0,0,1,0,0
12144,53,1,45000,0,0,0,32.6,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,146,14.9,1,0,0,1,0
12151,70,0,16000,0,0,0,28.0,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,275,31.9,0,0,1,0,0
12155,37,1,65000,0,0,0,40.2,0,0,0.0,0,0,1,0,0,0,0,1,0,29000.0,359,31.9,0,0,1,0,0
12181,37,0,70000,0,0,0,60.3,0,0,0.0,0,0,1,0,0,0,0,1,0,100001.0,323,31.9,0,0,1,0,0
12218,24,0,50000,0,0,0,41.2,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,86,27.9,0,0,1,0,0
12248,40,1,120000,0,0,0,41.7,0,0,0.0,0,0,1,0,0,1,0,0,0,29000.0,147,31.9,0,0,0,1,0
12253,26,1,100000,0,0,0,53.1,0,0,0.0,0,0,2,0,0,0,1,0,0,185000.0,326,31.9,0,0,1,0,0
12253,26,1,100000,0,0,0,53.1,0,0,0.0,0,0,2,0,0,0,1,0,0,80000.0,56,14.9,0,0,0,1,0
12257,36,1,50000,0,0,0,48.6,0,0,0.0,0,0,1,0,0,1,0,0,0,126000.0,117,35.9,0,0,0,1,0
12274,30,1,150000,0,0,0,49.9,0,0,0.0,0,0,1,0,0,1,0,0,0,50000.0,109,20.9,0,1,0,0,0
12345,68,1,85000,0,0,0,46.8,0,0,0.0,0,0,1,0,0,0,0,1,0,24000.0,266,27.9,0,0,1,0,0
12372,40,1,132000,0,0,0,17.8,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,74,31.9,0,0,1,0,0
12374,56,0,85000,0,0,0,49.5,0,0,0.0,0,0,1,0,0,0,0,1,0,30000.0,322,31.9,0,0,1,0,0
12379,40,1,50000,0,0,0,42.1,0,0,0.0,0,0,1,0,0,0,0,1,0,100000.0,50,24.9,0,1,0,0,0
12400,35,1,120000,0,0,0,53.4,0,1,699878.0,60,0,1,0,0,0,0,1,0,175000.0,297,27.9,0,0,1,0,0
12427,54,0,450000,0,0,0,94.8,0,0,0.0,0,0,1,0,0,0,0,1,0,200000.0,86,35.9,1,0,0,1,0
12443,54,1,25000,0,0,0,44.8,0,0,0.0,0,0,1,0,0,0,0,1,0,80001.0,86,14.9,0,0,0,1,0
12467,37,1,90000,0,0,0,130.9,0,1,1247464.0,60,0,1,0,0,1,0,0,0,104000.0,115,69.9,0,0,0,1,0
12480,48,1,80000,0,0,0,66.2,0,0,0.0,0,0,1,0,0,0,0,1,0,300000.0,56,14.9,0,0,0,1,0
12516,37,0,80000,0,0,0,7.7,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,299,31.9,0,0,1,0,0
12520,53,1,30000,0,0,0,29.3,0,0,0.0,0,0,1,0,0,0,0,1,0,283001.0,146,14.9,0,0,0,1,0
12543,43,1,55000,0,0,0,79.1,0,1,1063999.44,36,0,1,0,0,0,0,1,0,300000.0,391,14.9,0,0,0,1,0
12548,46,1,120000,0,0,0,58.8,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,55,24.9,0,1,0,0,0
12551,57,1,65000,0,0,0,59.9,0,1,184080.0,36,0,1,0,0,0,0,1,0,300001.0,146,69.9,0,0,0,1,0
12589,38,1,90000,0,0,0,33.3,0,0,0.0,0,0,1,0,0,0,0,1,0,100001.0,327,31.9,0,0,1,0,0
12591,49,1,48000,0,0,0,34.7,0,0,0.0,0,0,1,0,0,0,1,0,0,254000.0,56,14.9,0,0,0,1,0
12615,54,0,121000,0,0,0,21.7,0,0,0.0,0,0,1,0,0,0,0,1,0,61000.0,92,33.9,0,0,1,0,0
12620,34,0,60000,0,0,0,60.2,0,1,329980.0,60,0,1,0,0,0,0,1,0,50001.0,264,69.9,0,0,0,1,0
12655,53,1,85000,0,0,0,34.6,0,2,203450.0,48,0,1,0,0,0,0,1,0,40001.0,328,31.9,0,0,1,0,0
12660,70,1,28000,0,0,0,33.6,0,2,270999.47,36,0,1,0,0,0,0,1,0,50000.0,110,20.9,0,1,0,0,0
12664,51,0,63000,0,0,0,60.1,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,56,69.9,0,0,0,1,0
12682,36,1,120000,0,0,0,19.9,0,0,0.0,0,0,1,0,0,1,0,0,0,15000.0,56,14.9,0,0,0,1,0
12708,36,1,65000,0,0,0,105.7,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,117,14.9,0,0,0,1,0
12718,48,0,100000,0,0,0,23.3,0,0,0.0,0,0,1,0,0,0,0,0,1,140000.0,78,18.9,0,1,0,0,0
12731,59,1,150000,0,0,0,80.3,0,0,0.0,0,0,1,0,0,0,0,0,1,40000.0,329,31.9,0,0,1,0,0
12741,40,0,150000,0,0,0,39.5,0,0,0.0,0,0,2,0,0,0,1,0,0,154000.0,378,14.9,0,0,0,1,0
12741,40,0,150000,0,0,0,39.5,0,0,0.0,0,0,2,0,0,0,1,0,0,100001.0,328,31.9,0,0,1,0,0
12751,38,1,50000,0,0,0,53.5,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,87,14.9,0,0,0,1,0
12755,31,1,20500,0,0,0,19.9,0,0,0.0,0,0,1,0,0,0,0,1,0,51000.0,115,14.9,0,0,0,1,0
12774,60,0,80000,0,0,0,61.3,0,0,0.0,0,0,1,0,0,1,0,0,0,300000.0,117,14.9,0,0,0,1,0
12788,36,1,300000,0,0,0,52.3,0,0,0.0,0,0,1,0,0,1,0,0,0,250000.0,323,31.9,0,0,1,0,0
12791,40,1,60000,0,0,0,76.7,0,0,0.0,0,0,1,0,0,1,0,0,0,150000.0,356,33.9,0,0,1,0,0
12816,56,1,97000,0,0,0,43.4,0,0,0.0,0,0,1,0,0,1,0,0,0,100000.0,146,14.9,0,0,0,1,0
12864,53,0,40000,0,0,0,59.6,0,0,0.0,0,0,1,0,0,0,0,0,1,89000.0,56,14.9,0,0,0,1,0
12869,43,1,80000,0,0,0,23.8,0,0,0.0,0,0,1,0,0,1,0,0,0,150000.0,115,14.9,0,0,0,1,0
12912,44,0,40000,0,0,0,105.0,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,234,27.9,0,0,1,0,0
12917,52,1,80000,0,0,0,97.9,0,0,0.0,0,0,1,0,0,1,0,0,0,80000.0,86,14.9,0,0,0,1,0
12928,34,1,90000,0,0,0,75.9,0,0,0.0,0,0,1,1,0,0,0,0,0,30000.0,333,31.9,0,0,1,0,0
12934,53,0,48000,0,0,0,57.7,0,1,700000.0,60,0,1,0,0,0,0,1,0,30000.0,147,29.9,0,0,0,1,0
12936,53,0,50000,0,0,0,40.5,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,55,69.9,1,0,0,1,0
12944,38,1,60000,0,0,0,32.3,0,0,0.0,0,0,1,0,0,0,0,1,0,91000.0,55,14.9,0,0,0,1,0
12970,45,1,60000,0,0,0,104.3,0,0,0.0,0,0,1,0,0,0,0,1,0,150000.0,327,31.9,0,0,1,0,0
12975,38,1,60000,0,0,0,31.1,0,0,0.0,0,0,1,0,0,1,0,0,0,50000.0,55,14.9,0,0,0,1,0
13080,56,0,620000,0,0,0,22.5,0,0,0.0,0,0,1,0,0,0,0,1,0,160000.0,357,33.9,0,0,1,0,0
13091,41,1,125000,0,0,0,19.0,0,0,0.0,0,0,1,0,0,0,0,1,0,105001.0,86,14.9,0,0,0,1,0
13092,36,1,41000,0,0,0,53.0,0,1,108999.65,60,0,1,0,0,0,0,1,0,50000.0,83,18.9,0,1,0,0,0
13173,28,0,60000,0,0,0,86.6,0,0,0.0,0,0,1,0,0,0,0,1,0,18000.0,350,31.9,0,0,1,0,0
13190,48,0,35000,0,0,0,36.2,0,0,0.0,0,0,1,0,0,0,0,1,0,30000.0,328,31.9,0,0,1,0,0
13191,26,1,45000,0,0,0,37.0,0,0,0.0,0,0,1,0,0,0,1,0,0,100000.0,115,69.9,0,0,0,1,0
13212,23,1,85000,0,0,0,24.6,0,0,0.0,0,0,1,0,0,0,1,0,0,60000.0,326,31.9,0,0,1,0,0
13224,33,1,60000,0,0,0,15.3,0,0,0.0,0,0,1,0,0,0,0,1,0,75000.0,342,31.9,0,0,1,0,0
13226,34,1,40000,0,0,0,37.0,0,0,0.0,0,0,1,0,0,0,1,0,0,161000.0,56,14.9,0,0,0,1,0
13232,45,1,42500,0,0,0,33.3,0,0,0.0,0,0,1,0,0,0,0,1,0,299000.0,55,14.9,0,0,0,1,0
13236,49,1,60000,0,0,0,115.1,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,359,33.9,0,0,1,0,0
13244,25,0,73400,0,0,0,42.4,0,0,0.0,0,0,1,0,0,0,1,0,0,80000.0,329,31.9,0,0,1,0,0
13248,56,0,118000,0,0,0,13.2,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,56,28.9,1,0,0,1,0
13281,42,0,75000,0,0,0,40.8,0,0,0.0,0,0,1,0,0,1,0,0,0,50000.0,193,31.9,0,0,1,0,0
13296,50,1,160000,0,0,0,44.2,0,0,0.0,0,0,1,0,0,0,0,1,0,290000.0,56,69.9,0,0,0,1,0
13337,46,1,105000,0,0,0,52.7,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,155,14.9,0,0,0,1,0
13345,52,1,80000,0,0,0,99.9,0,0,0.0,0,0,1,0,0,0,0,1,0,150000.0,86,14.9,0,0,0,1,0
13373,30,0,350000,0,0,0,13.8,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,327,31.9,0,0,1,0,0
13377,33,0,120000,0,0,0,44.6,0,0,0.0,0,0,1,0,0,0,0,1,0,75001.0,328,31.9,0,0,1,0,0
13405,32,1,60000,0,0,0,213.9,0,0,0.0,0,0,1,0,0,0,0,1,0,50000.0,317,31.9,0,0,1,0,0
13419,52,1,65000,0,0,0,19.3,0,0,0.0,0,0,1,0,0,0,1,0,0,120000.0,146,14.9,0,0,0,1,0
13431,59,1,60000,0,0,0,53.1,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,86,14.9,0,0,0,1,0
13494,41,0,125000,0,0,0,20.8,0,0,0.0,0,0,1,0,0,0,0,1,0,271001.0,61,31.9,0,0,1,0,0
13518,53,1,50000,0,0,0,39.7,0,2,209428.0,24,0,1,0,0,1,0,0,0,135000.0,86,14.9,0,0,0,1,0
13550,36,1,83600,0,0,0,56.0,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,207,31.9,0,0,1,0,0
13585,50,1,25000,0,0,0,66.9,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,146,35.9,0,0,0,1,0
13609,21,0,46000,0,0,0,11.0,0,0,0.0,0,0,1,0,0,0,0,1,0,15000.0,55,31.9,0,0,0,1,0
13642,24,1,70000,0,0,0,38.0,0,2,353500.79,36,0,1,0,0,0,0,1,0,20000.0,105,20.9,0,1,0,0,0
13653,38,1,35000,0,0,0,129.1,0,0,0.0,0,0,1,0,0,0,1,0,0,20000.0,56,69.9,0,0,0,1,0
13662,34,0,90000,0,0,0,70.1,0,0,0.0,0,0,1,0,0,1,0,0,0,75000.0,86,14.9,0,0,0,1,0
13712,64,1,31000,0,0,0,65.0,0,0,0.0,0,0,1,0,0,0,0,1,0,40000.0,297,27.9,0,0,1,0,0
13719,62,0,55000,0,0,0,54.1,0,0,0.0,0,0,1,0,0,0,0,1,0,30000.0,358,33.9,0,0,1,0,0
13729,53,1,90000,0,0,0,43.1,0,0,0.0,0,0,2,0,0,0,0,1,0,30001.0,325,31.9,0,0,1,0,0
13729,53,1,90000,0,0,0,43.1,0,0,0.0,0,0,2,0,0,0,0,1,0,120000.0,56,14.9,0,0,0,1,0
13746,50,0,413000,0,0,0,32.2,0,1,4000000.0,60,0,1,0,0,0,0,1,0,299000.0,358,33.9,0,0,1,0,0
13759,42,0,150000,0,0,0,63.5,0,1,499989.28,48,0,1,0,0,0,0,1,0,200000.0,146,69.9,0,0,0,1,0
13765,48,1,100000,0,0,0,34.5,0,0,0.0,0,0,1,0,0,0,0,1,0,98001.0,357,33.9,0,0,1,0,0
13857,48,0,3000000,0,0,0,13.7,0,0,0.0,0,0,1,0,0,0,0,1,0,80000.0,55,14.9,0,0,0,1,0
13861,48,0,120000,0,0,0,16.1,0,0,0.0,0,0,2,0,0,1,0,0,0,70000.0,146,14.9,0,0,0,1,0
13861,48,0,120000,0,0,0,16.1,0,0,0.0,0,0,2,0,0,1,0,0,0,30000.0,339,31.9,0,0,1,0,0
13873,28,0,100000,0,0,0,17.5,0,0,0.0,0,0,1,0,0,1,0,0,0,60000.0,354,31.9,0,0,1,0,0
13877,50,1,60000,0,0,0,48.0,0,0,0.0,0,0,1,0,0,0,0,1,0,75000.0,298,31.9,0,0,1,0,0
13896,24,0,170000,0,0,0,48.0,0,0,0.0,0,0,1,0,0,0,0,1,0,29000.0,63,27.9,0,0,1,0,0
13901,29,0,95800,0,0,0,62.1,0,0,0.0,0,0,1,0,0,0,0,1,0,75001.0,86,14.9,0,0,0,1,0
13919,39,1,60000,0,0,0,12.1,0,0,0.0,0,0,1,0,0,0,0,1,0,61000.0,55,14.9,0,0,0,1,0
13939,25,0,95000,0,0,0,10.4,0,0,0.0,0,0,1,0,0,0,0,1,0,151000.0,358,33.9,0,0,1,0,0
13942,44,1,40000,0,0,0,61.4,0,0,0.0,0,0,1,0,0,1,0,0,0,27751.35,224,31.9,0,0,1,0,0
13971,27,1,35000,0,0,0,70.3,0,0,0.0,0,0,1,0,0,1,0,0,0,75000.0,206,27.9,0,0,1,0,0
14051,24,1,35000,0,0,0,58.1,0,0,0.0,0,0,1,0,0,0,1,0,0,50000.0,56,14.9,0,0,0,1,0
14094,47,1,30000,0,0,0,39.0,0,0,0.0,0,0,1,0,0,0,0,1,0,90000.0,339,33.9,0,0,1,0,0
14115,31,0,60000,0,0,0,47.8,0,0,0.0,0,0,1,0,0,0,0,1,0,60000.0,55,31.9,0,0,1,0,0
14126,47,1,40000,0,0,0,78.7,0,1,480999.26,59,0,1,0,0,0,0,1,0,50001.0,116,14.9,0,0,0,1,0
14134,51,0,80000,0,0,0,100.9,0,0,0.0,0,0,1,0,0,0,0,1,0,90000.0,146,14.9,0,0,0,1,0
