CLIENT_ID,AGE,MAN,INCOME,IP_FLAG,SME_FLAG,REFUGEE_FLAG,PDN,paid_off_count,active_count,active_sum,max_term,credits_delay_count,cards_count,cards_delay_count,MATRIAL_Вдовец / Вдова,MATRIAL_Гражданский брак,MATRIAL_Женат / замужем,MATRIAL_Не женат / не замужем,MATRIAL_Неизвестно,MATRIAL_Разведен / Разведена,DELAY
30018,38,1,50000,0,0,0,32.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30027,41,1,200000,0,0,0,173.6,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
30033,36,1,50000,0,0,0,78.8,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
30034,42,1,30000,0,0,0,108.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30040,23,1,50000,0,0,0,48.7,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
30046,26,1,100000,0,0,0,84.2,0,1,1101999.52,59,0,0,0,0,0,0,1,0,0,False
30048,23,0,43000,0,0,0,34.4,1,0,0.0,12,0,0,0,0,0,1,0,0,0,False
30057,35,1,35000,0,0,0,44.7,0,1,55089.0,24,0,0,0,0,0,1,0,0,0,False
30058,35,0,60500,0,0,0,67.8,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30061,48,1,200000,0,0,0,22.3,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
30068,36,0,125000,0,0,0,73.2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30083,59,1,37000,0,0,0,37.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30085,30,1,100000,0,0,0,118.2,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30089,21,1,50000,0,0,0,42.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30101,25,0,40000,0,0,0,36.4,0,2,127694.70999999999,24,0,0,0,0,0,0,1,0,0,False
30101,25,0,40000,0,0,0,36.4,0,2,127694.70999999999,24,0,0,0,0,0,0,1,0,0,False
30104,61,1,60000,0,0,0,365.7,0,0,0.0,0,0,1,0,0,0,0,0,0,1,False
30109,37,1,25000,0,0,0,42.6,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30113,34,1,90000,0,0,0,18.9,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
30157,51,0,50000,0,0,0,4.6,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
30161,40,1,45000,0,0,0,46.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30190,40,0,40000,0,0,0,67.3,0,2,95308.0,24,0,0,0,0,0,1,0,0,0,False
30190,40,0,40000,0,0,0,67.3,0,2,95308.0,24,0,0,0,0,0,1,0,0,0,False
30193,51,1,80000,0,0,0,10.8,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30233,35,0,120000,0,0,0,33.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30238,54,1,134600,0,0,0,48.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30239,31,1,36000,0,0,0,75.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30240,38,0,40000,0,0,0,49.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30242,24,1,40000,0,0,0,39.9,0,1,109000.0,24,0,0,0,0,0,0,1,0,0,False
30276,45,1,115000,0,0,0,31.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30289,27,0,120000,0,0,0,65.9,0,1,299998.6,24,0,0,0,0,0,0,1,0,0,False
30298,41,0,140000,0,0,0,33.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30306,60,0,115000,0,0,0,5.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30307,48,0,65000,0,0,0,111.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30324,25,1,55000,0,0,0,68.7,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
30326,26,1,40000,0,0,0,61.1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30345,30,1,60000,0,0,0,30.3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30346,47,1,26200,0,0,0,47.7,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30352,31,0,80000,0,0,0,62.9,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30355,23,1,35000,0,0,0,44.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30364,40,0,100000,0,0,0,7.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
30367,22,0,55000,0,0,0,23.8,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30368,39,0,40000,0,0,0,46.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30370,49,1,48000,0,0,0,40.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30372,24,0,45000,0,0,0,26.9,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30373,35,1,35000,0,0,0,50.8,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30377,24,1,60000,0,0,0,21.2,0,1,128158.0,24,0,0,0,0,0,0,1,0,0,False
30386,30,1,90000,0,0,0,26.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30400,38,0,65000,0,0,0,59.2,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
30411,37,1,170000,0,0,0,37.7,0,1,596392.0,60,0,1,0,0,0,0,0,1,0,False
30420,27,1,60000,0,0,0,36.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30421,30,1,100000,0,0,0,60.8,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30445,24,1,45000,0,0,0,9.6,1,0,0.0,12,0,0,0,0,0,0,0,1,0,False
30455,34,1,37000,0,0,0,43.3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30467,51,1,70000,0,0,0,41.2,0,1,299999.0,36,0,0,0,0,0,0,1,0,0,False
30472,47,0,80000,0,0,0,97.9,0,1,117900.0,24,0,0,0,0,0,1,0,0,0,False
30474,72,1,30000,0,0,0,18.4,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30500,42,1,42000,0,0,0,71.4,0,1,15835.0,6,0,0,0,0,0,0,1,0,0,False
30512,31,0,100000,0,0,0,23.1,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
30519,30,1,30000,0,0,0,33.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30525,33,1,75000,0,0,0,50.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
30527,40,1,45000,0,0,0,39.4,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
30562,57,1,50000,0,0,0,35.5,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
30564,35,1,65000,0,0,0,6.8,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30576,34,1,26000,0,0,0,92.9,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
30599,28,0,60000,0,0,0,63.1,1,0,0.0,12,0,0,0,0,0,1,0,0,0,False
30609,52,1,55000,0,0,0,78.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30621,43,1,60000,0,0,0,67.7,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
30621,43,1,60000,0,0,0,67.7,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
30638,50,1,23000,0,0,0,78.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30641,31,0,220000,0,0,0,95.8,0,1,699998.8,84,0,0,0,0,0,0,0,1,0,False
30653,50,1,50000,0,0,0,35.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30654,50,0,70000,0,0,0,92.0,0,1,823998.9,60,0,0,0,0,0,0,0,1,0,False
30656,32,0,112000,0,0,0,47.2,0,1,735000.0,60,0,0,0,0,0,0,0,1,0,False
30671,32,1,70000,0,0,0,54.4,0,1,50000.0,36,0,0,0,0,0,1,0,0,0,False
30676,67,1,43000,0,0,0,40.5,0,1,37650.0,24,0,0,0,0,0,0,1,0,0,False
30699,59,1,19000,0,0,0,42.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30709,65,1,45000,0,0,0,86.4,0,2,134546.64,24,0,0,0,0,0,1,0,0,0,False
30709,65,1,45000,0,0,0,86.4,0,2,134546.64,24,0,0,0,0,0,1,0,0,0,False
30727,56,1,42000,0,0,0,40.3,0,1,91078.4,18,0,0,0,0,0,1,0,0,0,False
30732,59,1,20000,0,0,0,53.2,0,1,98682.38,36,0,0,0,0,0,0,1,0,0,False
30761,45,0,140000,0,0,0,75.5,0,1,989596.0,60,0,1,0,0,0,0,0,1,0,False
30764,55,1,43885,0,0,0,67.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30765,46,1,30000,0,0,0,76.5,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
30775,45,1,40000,0,0,0,70.4,0,1,98990.0,24,0,0,0,0,0,1,0,0,0,False
30793,38,1,120000,0,0,0,58.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30797,34,1,40000,0,0,0,47.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30805,56,1,60000,0,0,0,56.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30808,52,1,90000,0,0,0,69.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30814,41,1,95000,0,0,0,34.5,0,1,29698.0,12,0,0,0,0,0,0,0,1,0,False
30829,66,0,19000,0,0,0,20.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30839,33,1,85000,0,0,0,126.8,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
30845,57,1,250000,0,0,0,37.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30860,49,1,35000,0,0,0,134.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30891,61,0,95000,0,0,0,41.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30901,42,1,200000,0,0,0,58.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30921,37,0,180000,0,0,0,49.6,0,1,499424.16,60,0,0,0,0,0,0,0,1,0,False
30935,44,0,65000,0,0,0,35.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30937,33,0,60000,0,0,0,66.3,0,1,129050.0,24,0,0,0,0,0,0,1,0,0,False
30941,28,1,25000,0,0,0,7.5,0,1,38700.0,24,0,0,0,0,0,0,1,0,0,False
30945,56,1,35000,0,0,0,33.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
30963,71,1,28000,0,0,0,33.3,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
30969,23,1,50000,0,0,0,64.1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30972,31,0,80000,0,0,0,21.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30981,31,0,42000,0,0,0,49.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
30982,23,0,50000,0,0,0,31.2,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
30993,42,0,175000,0,0,0,60.3,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31005,27,1,80000,0,0,0,32.7,0,1,102818.46,24,0,0,0,0,0,0,1,0,0,False
31007,23,1,35000,0,0,0,3.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31020,33,1,60000,0,0,0,92.0,0,2,671999.0,48,0,0,0,0,0,1,0,0,0,False
31020,33,1,60000,0,0,0,92.0,0,2,671999.0,48,0,0,0,0,0,1,0,0,0,False
31023,21,1,32000,0,0,0,62.6,0,1,77740.0,12,0,0,0,0,0,0,1,0,0,False
31029,28,0,50000,0,0,0,25.7,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
31037,43,0,66000,0,0,0,61.2,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31046,27,0,85000,0,0,0,49.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
31059,43,1,40000,0,0,0,37.5,0,0,0.0,0,0,1,1,0,0,0,0,0,1,True
31086,35,1,65000,0,0,0,33.2,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
31087,45,1,80000,0,0,0,30.6,0,1,480257.4,59,0,1,0,0,0,0,0,1,0,False
31103,53,1,40000,0,0,0,50.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31121,71,0,83000,0,0,0,19.4,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
31122,37,0,70000,0,0,0,10.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31133,59,1,60000,0,0,0,21.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31140,51,0,35000,0,0,0,28.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31148,37,1,50000,0,0,0,77.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31150,36,1,60000,0,0,0,45.8,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31155,59,1,32000,0,0,0,61.7,0,1,199999.09,48,0,1,1,0,0,0,0,1,0,True
31175,46,1,50000,0,0,0,9.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31198,40,1,25000,0,0,0,27.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31233,42,1,50000,0,0,0,48.7,0,1,64139.82,24,0,0,0,0,0,0,0,0,1,False
31248,57,0,120000,0,0,0,37.1,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
31275,44,1,90000,0,0,0,33.6,0,0,0.0,0,0,2,0,0,0,1,0,0,0,False
31275,44,1,90000,0,0,0,33.6,0,0,0.0,0,0,2,0,0,0,1,0,0,0,False
31286,63,1,93000,0,0,0,657.0,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
31289,49,1,50000,0,0,0,37.2,0,1,356452.0,57,0,1,0,0,0,0,0,1,0,False
31297,42,0,60000,0,0,0,42.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31315,60,0,45000,0,0,0,4.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31341,48,0,60000,0,0,0,24.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31342,23,1,42000,0,0,0,21.0,0,1,80519.0,24,0,0,0,0,0,0,1,0,0,False
31355,32,0,30000,0,0,0,4.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31356,21,1,50000,0,0,0,22.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31378,42,1,52000,0,0,0,33.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31379,25,1,60000,0,0,0,33.8,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
31395,29,1,50000,0,0,0,42.3,0,1,600000.0,48,0,1,0,0,0,0,0,1,0,False
31396,32,1,37000,0,0,0,10.5,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
31402,26,0,70000,0,0,0,21.6,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31404,30,0,44000,0,0,0,73.6,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
31406,47,1,100000,0,0,0,47.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31410,36,1,80000,0,0,0,23.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31414,56,1,28000,0,0,0,39.2,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
31420,40,1,40000,0,0,0,20.8,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
31425,28,1,50000,0,0,0,88.1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31431,59,0,35000,0,0,0,11.5,0,1,54000.0,13,0,0,0,0,0,1,0,0,0,False
31453,52,0,100000,0,0,0,90.1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31468,42,1,61000,0,0,0,30.0,0,1,92000.0,15,0,0,0,0,0,0,1,0,0,False
31491,24,1,70000,0,0,0,30.6,0,1,428645.0,59,0,0,0,0,0,0,0,1,0,False
31529,42,1,100000,0,0,0,49.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31531,37,0,80000,0,0,0,94.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31549,44,1,25000,0,0,0,48.9,0,0,0.0,0,0,0,0,1,0,0,0,0,0,False
31564,44,1,65000,0,0,0,64.0,0,1,122958.98,12,0,1,0,0,0,0,0,1,0,False
31571,36,1,65000,0,0,0,13.1,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
31579,27,0,70000,0,0,0,7.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31607,69,1,22000,0,0,0,29.2,0,1,87990.0,24,0,0,0,1,0,0,0,0,0,False
31610,41,1,155000,0,0,0,15.6,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
31611,51,1,100000,0,0,0,20.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31614,32,1,55000,0,0,0,30.3,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
31618,38,1,120000,0,0,0,40.2,0,1,502000.0,36,0,0,0,0,0,0,0,0,1,False
31622,66,0,25000,0,0,0,40.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31628,52,1,120000,0,0,0,59.6,0,1,699742.8,60,0,1,0,0,0,0,0,1,0,False
31648,56,1,55000,0,0,0,84.4,0,1,162474.0,24,0,0,0,0,0,1,0,0,0,False
31659,49,1,60000,0,0,0,11.3,0,1,47409.41,18,0,0,0,0,0,0,1,0,0,False
31660,48,1,62500,0,0,0,79.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
31663,32,1,20000,0,0,0,50.2,0,2,43410.2,24,0,0,0,0,0,0,1,0,0,False
31663,32,1,20000,0,0,0,50.2,0,2,43410.2,24,0,0,0,0,0,0,1,0,0,False
31693,27,0,70000,0,0,0,73.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31702,55,0,45000,0,0,0,13.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31719,48,1,300000,0,0,0,75.7,0,1,70232.31,12,0,1,0,0,0,0,0,1,0,False
31723,48,0,150000,0,0,0,55.8,0,1,77733.0,24,0,0,0,0,0,0,1,0,0,False
31738,29,0,120000,0,0,0,23.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31761,47,0,150000,0,0,0,55.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31772,69,1,50000,0,0,0,46.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31776,43,0,35000,0,0,0,20.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31778,42,1,80000,0,0,0,57.7,1,0,0.0,13,0,0,0,0,0,1,0,0,0,False
31790,37,1,130000,0,0,0,43.6,0,1,320000.0,84,0,0,0,0,0,0,0,0,1,False
31809,38,1,25000,0,0,0,18.1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
31870,54,1,35000,0,0,0,29.4,0,0,0.0,0,0,0,0,0,0,0,0,0,1,False
31886,23,1,60000,0,0,0,29.8,0,1,272159.0,39,0,0,0,0,0,0,1,0,0,False
31929,57,1,40000,0,0,0,37.0,0,1,350016.0,60,0,0,0,0,0,1,0,0,0,False
31930,41,1,110000,0,0,0,42.1,0,1,204999.72,36,0,1,0,0,0,0,0,1,0,False
31942,59,0,85000,0,0,0,71.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31944,28,0,145000,0,0,0,38.5,0,1,702000.0,60,0,0,0,0,0,0,1,0,0,False
31946,55,1,40000,0,0,0,33.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31965,35,1,70000,0,0,0,29.3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
31966,34,0,300000,0,0,0,47.9,0,1,755213.0,36,0,0,0,0,0,0,0,1,0,False
31969,56,1,170000,0,0,0,149.1,0,1,83601.4,12,0,0,0,1,0,0,0,0,0,False
31981,47,0,50000,0,0,0,35.3,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
31993,23,0,70000,0,0,0,19.3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
31999,46,1,30000,0,0,0,51.6,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32015,44,1,45000,0,0,0,50.3,0,1,373999.82,36,0,0,0,1,0,0,0,0,0,False
32022,22,0,52000,0,0,0,23.1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32025,34,1,84000,0,0,0,23.9,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32040,21,1,45000,0,0,0,24.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32051,25,1,50000,0,0,0,29.8,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32055,26,1,170000,0,0,0,33.1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32057,23,1,85000,0,0,0,27.1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32059,31,1,98000,0,0,0,87.7,0,1,104448.0,36,0,0,0,0,0,0,0,0,1,False
32060,35,0,75000,0,0,0,25.9,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32065,24,0,55000,0,0,0,5.4,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32070,30,0,75000,0,0,0,58.2,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32084,25,1,34000,0,0,0,32.6,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32099,28,0,100000,0,0,0,76.3,0,1,65595.0,18,0,0,0,0,0,0,1,0,0,False
32118,38,0,95000,0,0,0,70.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32124,41,1,50000,0,0,0,45.6,0,1,50960.0,10,0,0,0,0,0,1,0,0,0,False
32135,38,1,80000,0,0,0,99.4,0,1,496942.6,39,0,0,0,0,0,0,0,1,0,False
32137,32,0,95000,0,0,0,90.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32142,46,1,120000,0,0,0,41.5,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
32197,28,0,62000,0,0,0,83.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32208,55,0,55000,0,0,0,27.1,0,0,0.0,0,0,1,1,0,0,1,0,0,0,True
32224,58,1,40000,0,0,0,49.1,0,1,484999.52,59,0,1,0,0,0,0,0,1,0,False
32234,48,1,30000,0,0,0,79.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32248,57,0,58000,0,0,0,17.7,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
32256,56,1,48000,0,0,0,52.7,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32306,29,1,55000,0,0,0,78.7,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
32311,36,1,60000,0,0,0,59.7,0,1,258999.48,84,0,1,0,0,0,0,0,1,0,False
32319,54,0,75000,0,0,0,32.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32328,29,0,295000,0,0,0,141.9,0,1,299999.0,36,0,0,0,0,0,0,0,1,0,False
32342,53,0,90000,0,0,0,24.1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,False
32346,53,1,40000,0,0,0,6.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32352,62,0,105000,0,0,0,108.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32357,67,0,115000,0,0,0,42.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32360,52,1,45000,0,0,0,11.2,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32382,39,1,35000,0,0,0,102.8,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32384,39,1,35000,0,0,0,49.7,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32386,42,0,115000,0,0,0,34.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32405,56,0,30000,0,0,0,8.9,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32413,34,0,80000,0,0,0,31.8,0,1,499448.0,60,0,0,0,0,0,0,0,1,0,False
32420,36,0,49900,0,0,0,63.1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32458,38,1,35000,0,0,0,79.7,0,2,423710.64,60,0,1,0,0,0,0,0,1,0,False
32458,38,1,35000,0,0,0,79.7,0,2,423710.64,60,0,1,0,0,0,0,0,1,0,False
32462,49,1,35000,0,0,0,25.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32470,33,1,90000,0,0,0,43.3,0,0,0.0,0,0,2,0,0,0,1,0,0,0,False
32470,33,1,90000,0,0,0,43.3,0,0,0.0,0,0,2,0,0,0,1,0,0,0,False
32471,25,1,40000,0,0,0,21.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32472,54,1,80000,0,0,0,96.8,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
32472,54,1,80000,0,0,0,96.8,0,0,0.0,0,0,2,0,0,0,0,0,1,0,False
32553,24,1,50000,0,0,0,14.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32556,34,0,200000,0,0,0,15.3,0,0,0.0,0,0,1,0,0,0,0,1,0,0,False
32562,29,1,35000,0,0,0,48.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32566,29,1,105000,0,0,0,158.1,0,2,1242996.54,59,1,1,1,0,0,0,0,1,0,True
32566,29,1,105000,0,0,0,158.1,0,2,1242996.54,59,1,1,1,0,0,0,0,1,0,True
32573,47,0,100000,0,0,0,59.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,False
32575,46,1,47000,0,0,0,3.3,0,1,18719.0,12,0,0,0,0,0,0,0,0,1,False
32579,30,0,30000,0,0,0,32.0,0,2,91941.2,24,0,0,0,0,0,1,0,0,0,False
32579,30,0,30000,0,0,0,32.0,0,2,91941.2,24,0,0,0,0,0,1,0,0,0,False
32584,48,1,100000,0,0,0,91.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
32606,44,0,52000,0,0,0,14.8,0,1,44396.0,24,0,0,0,0,0,0,1,0,0,False
32610,35,1,35000,0,0,0,76.2,0,1,833999.26,59,0,0,0,0,0,1,0,0,0,False
32623,49,0,80000,0,0,0,81.2,0,1,699820.0,60,0,1,0,0,0,0,0,1,0,False
32634,24,0,40000,0,0,0,19.2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,False
32688,47,0,90000,0,0,0,68.1,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
32694,57,1,43500,0,0,0,37.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32697,34,0,120000,0,0,0,37.0,0,1,700000.0,60,0,1,0,0,0,0,0,1,0,False
32700,31,1,40000,0,0,0,10.5,0,1,76732.0,24,0,1,0,0,0,0,0,1,0,False
32721,32,1,105000,0,0,0,55.4,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32722,55,0,68000,0,0,0,54.2,0,1,1442000.0,59,0,0,0,0,0,0,0,1,0,False
32727,38,1,55000,0,0,0,52.1,0,1,113094.0,24,0,1,0,0,0,0,0,1,0,False
32745,41,1,100000,0,0,0,117.9,0,1,265298.8,60,0,1,1,0,0,0,0,1,0,True
32781,37,1,60000,0,0,0,74.6,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32811,50,1,170000,0,0,0,44.2,0,1,867998.89,60,0,0,0,0,0,0,0,1,0,False
32812,33,0,90000,0,0,0,53.2,0,0,0.0,0,0,1,0,0,0,1,0,0,0,False
32817,65,0,77500,0,0,0,63.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
32860,55,1,130000,0,0,0,21.6,0,1,241521.0,36,0,0,0,0,0,1,0,0,0,False
32861,49,1,35000,0,0,0,50.5,0,1,375600.0,60,0,0,0,0,0,0,0,0,1,False
32882,32,0,250000,0,0,0,35.7,0,0,0.0,0,0,1,1,0,0,0,0,1,0,True
32893,43,1,30000,0,0,0,26.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,False
